1;arms_factory;2947.00;9.68;1354.00;5.44;0
1;arms_factory;2947.00;9.68;1354.00;2.17;0
1;arms_factory;2951.00;11.65;1366.00;3.38;0
1;arms_factory;2943.00;10.45;1367.00;1.22;0
1;arms_factory;2943.00;10.45;1367.00;5.34;0
1;arms_factory;2946.00;9.80;1359.00;5.45;0
1;industrial_complex;2948.00;11.18;1360.00;3.29;0
1;industrial_complex;2946.00;10.70;1362.00;5.95;0
1;industrial_complex;2947.00;9.53;1353.00;2.33;0
1;industrial_complex;2947.00;9.70;1355.00;3.89;0
1;industrial_complex;2951.00;11.65;1367.00;1.73;0
1;industrial_complex;2951.00;11.65;1367.00;4.40;0
1;air_base;2947.00;13.68;1367.00;0.78;0
1;naval_base;2948.00;9.50;1351.00;-0.79;5579
1;naval_base;2942.00;9.50;1371.00;-2.60;5555
1;naval_base;2952.00;9.50;1377.00;-3.00;5555
1;bunker;2944.00;10.10;1363.00;5.50;0
1;bunker;2952.00;10.80;1364.00;2.24;0
1;bunker;2946.00;9.60;1356.00;3.45;0
1;coastal_bunker;2951.00;9.75;1355.00;-0.79;0
1;coastal_bunker;2948.00;9.50;1374.00;-3.00;0
1;coastal_bunker;2943.00;9.53;1363.00;-1.19;0
1;dockyard;2952.00;9.50;1355.00;-0.79;0
1;anti_air_building;2948.00;11.18;1360.00;6.02;0
1;anti_air_building;2948.00;12.48;1363.00;6.12;0
1;anti_air_building;2948.00;9.88;1355.00;3.96;0
1;synthetic_refinery;2948.00;9.88;1355.00;1.80;0
1;fuel_silo;2950.00;11.70;1369.00;4.46;0
1;radar_station;2948.00;13.38;1365.00;3.57;0
1;rocket_site;2944.00;9.78;1361.00;0.25;0
1;nuclear_reactor;2944.00;9.78;1361.00;1.45;0
2;arms_factory;3010.00;11.48;1362.00;3.38;0
2;arms_factory;3008.00;11.07;1364.00;1.22;0
2;arms_factory;3003.00;10.32;1369.00;5.34;0
2;arms_factory;3005.00;10.18;1361.00;5.45;0
2;arms_factory;2999.00;9.85;1363.00;3.29;0
2;arms_factory;3012.00;10.82;1355.00;5.95;0
2;industrial_complex;3024.00;11.00;1352.00;2.33;0
2;industrial_complex;2997.00;10.45;1369.00;3.89;0
2;industrial_complex;3002.00;9.68;1355.00;1.73;0
2;industrial_complex;2992.00;9.70;1367.00;4.40;0
2;industrial_complex;3016.00;9.65;1349.00;0.78;0
2;industrial_complex;3010.00;11.48;1362.00;2.34;0
2;air_base;2996.00;10.25;1367.00;0.18;0
2;naval_base;3008.00;9.50;1349.00;-0.90;5656
2;naval_base;2998.00;9.50;1356.00;-0.93;5656
2;naval_base;3004.00;9.50;1352.00;-0.46;5656
2;naval_base;2989.00;9.50;1366.00;-0.90;5579
2;naval_base;3022.00;9.50;1347.00;0.17;1452
2;bunker;3016.00;10.57;1352.00;2.85;0
2;bunker;2992.00;9.55;1363.00;5.51;0
2;bunker;2997.00;10.38;1368.00;1.90;0
2;bunker;3008.00;11.53;1367.00;6.02;0
2;bunker;3023.00;11.10;1353.00;6.12;0
2;bunker;3013.00;12.32;1364.00;3.96;0
2;bunker;3003.00;9.80;1359.00;1.80;0
2;coastal_bunker;3012.00;9.50;1348.00;0.32;0
2;coastal_bunker;3000.00;9.50;1355.00;-0.46;0
2;coastal_bunker;2993.00;9.50;1361.00;-0.93;0
2;coastal_bunker;3022.00;9.50;1347.00;0.17;0
2;coastal_bunker;2989.00;9.50;1365.00;-0.90;0
2;dockyard;2996.00;9.50;1360.00;-0.93;0
2;anti_air_building;3003.00;10.03;1365.00;0.85;0
2;anti_air_building;3014.00;11.73;1358.00;3.52;0
2;anti_air_building;3021.00;11.28;1355.00;5.08;0
2;synthetic_refinery;2995.00;11.03;1372.00;2.92;0
2;fuel_silo;3002.00;9.68;1358.00;5.58;0
2;radar_station;3006.00;10.45;1362.00;0.10;0
2;rocket_site;3014.00;12.70;1364.00;6.19;0
2;nuclear_reactor;3019.00;9.65;1349.00;4.03;0
3;arms_factory;2914.00;10.38;1453.00;5.34;0
3;arms_factory;2914.00;12.28;1440.00;5.45;0
3;arms_factory;2918.00;11.40;1454.00;3.29;0
3;arms_factory;2931.00;15.55;1444.00;5.95;0
3;arms_factory;2928.00;14.93;1451.00;2.33;0
3;arms_factory;2913.00;10.93;1450.00;3.89;0
3;industrial_complex;2929.00;16.23;1441.00;1.73;0
3;industrial_complex;2912.00;10.60;1452.00;4.40;0
3;industrial_complex;2918.00;10.28;1458.00;0.78;0
3;industrial_complex;2927.00;12.40;1459.00;2.34;0
3;industrial_complex;2931.00;13.48;1460.00;0.18;0
3;industrial_complex;2925.00;14.07;1456.00;2.84;0
3;air_base;2913.00;10.82;1449.00;5.50;0
3;bunker;2925.00;16.25;1440.00;2.24;0
3;bunker;2912.00;10.30;1453.00;3.45;0
3;bunker;2918.00;11.40;1445.00;1.29;0
3;bunker;2932.00;13.98;1458.00;2.85;0
3;bunker;2919.00;13.75;1441.00;5.51;0
3;bunker;2929.00;16.02;1443.00;1.90;0
3;bunker;2923.00;11.18;1459.00;6.02;0
3;bunker;2925.00;10.73;1461.00;6.12;0
3;bunker;2929.00;15.50;1449.00;3.96;0
3;bunker;2905.00;9.55;1447.00;1.80;0
3;bunker;2927.00;14.07;1453.00;4.46;0
3;anti_air_building;2919.00;15.20;1437.00;6.03;0
3;anti_air_building;2917.00;10.50;1455.00;2.41;0
3;anti_air_building;2922.00;14.45;1442.00;0.25;0
3;synthetic_refinery;2928.00;15.18;1448.00;1.45;0
3;fuel_silo;2918.00;13.10;1451.00;4.47;0
3;radar_station;2918.00;13.10;1451.00;4.98;0
3;rocket_site;2920.00;10.38;1459.00;5.08;0
3;nuclear_reactor;2912.00;10.10;1455.00;2.92;0
